data;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2020-07-07;18:32:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV VISCONDE DE SUASSUNA;;AV CRUZ CABUGA;AO LADO CAIXA ECONÔMICA;SANTO AMARO;32;SUBURBIO;COLISÃO TRASEIRA;COLISÃO SEM VÍTIMA;1;1;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;40 km/h;Única;Faixa seccionada;;
2020-07-07;18:58:00;COM VÍTIMA;FINALIZADA;CASA FORTE;RUA AFONSO DE ALBUQUERQUE MELO;;;POR TRAS DO BOMPREÇO DE CASA FORTE E EM FRENTE AO RESTAURANTE TITO;CASA FORTE;;CIDADE;COLISÃO COM CICLISTA;AUTO E BICICLETA.;1;;;1;;;;;;1;;Longo da via;Bom;Não existe;;;;;;;Única;;;
2020-07-07;20:13:00;COM VÍTIMA;FINALIZADA;GRAÇAS;RUA ESMERALDINO BANDEIRA;395;;PRÓX AO BAR TRADIÇÃO;GRAÇAS;;SUBURBIO;CAPOTAMENTO;COLISÃO ENTRE AUTO E MOTO C/V;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
2020-07-07;22:14:00;COM VÍTIMA;CANCELADA;TORRÕES;AV ENGENHEIRO ABDIAS DE CARVALHO;;;E/F AO POSTO DISLUBE;TORRÕES;;;COLISÃO;COLISÃO ENTRE AUTO E MOTO C/V;1;1;;;;;;;;1;;;;;;;;;;;;;;
2020-07-07;22:22:00;COM VÍTIMA;CANCELADA;BOA VIAGEM;RUA CAMBOIM;;RUA DEZ DE JULHO;;BOA VIAGEM;;;COLISÃO;COLISÃO ENTRE AUTO E MOTO C/V;1;1;;;;;;;;1;;;;;;;;;;;;;;
2020-07-07;22:22:00;COM VÍTIMA;CANCELADA;SAN MARTIN;RUA VINTE E UM DE ABRIL;3010;;PROX A PADARIA PARIS;SAN MARTIN;;;COLISÃO;COMLISÃO ENTRE AUTO E MOTO C/V;1;1;;;;;;;;1;;;;;;;;;;;;;;
2020-07-07;22:25:00;COM VÍTIMA;CANCELADA;SAN MARTIN;RUA DUARTE FILHO;;;PROX A LOMBADA ELETRONICA;SAN MARTIN;;;COLISÃO;COLISÃO ENTRE AUTO E MOTO C/V;1;1;;;;;;;;1;;;;;;;;;;;;;;
2020-07-07;22:25:00;SEM VÍTIMA;FINALIZADA;DERBY;RUA BENFICA;;;PRÓX AO CLUBE INTERNACIONAL DO RECIFE;DERBY;590;;COLISÃO;COLISÃO ENTRE AMBULÂNCIA DA UPA E AUTO;1;;;;;;;1;;0;;Outros;Chuvoso;Sem defeito;Incompleta;Molhada;Outros;Não existe;Não há placas;N/I;Única;Faixa seccionada;;
2020-07-08;10:48:00;SEM VÍTIMA;CANCELADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;EM FRENTE A DASA DIAGNOSTICOS DA AMERICA;IMBIRIBEIRA;;;COLISÃO;VEICULO OFICIAL E AUTO;1;;;;;;1;;;0;;;;;;;;;;;;;;
2020-07-08;11:39:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;RUA DO HOSPICIO;;RUA PRINCESA IZABEL;AO LADO DO PARQUE TREZE DE MAIO. CAMARA DOS VEREADORES.;SANTO AMARO;31;CIDADE;ABALROAMENTO LONGITUDINAL;AUTO E MOTO.;1;1;;;;;;;;1;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Outras;;Dupla;Não existe;;
2020-07-08;15:25:00;SEM VÍTIMA;FINALIZADA;TAMARINEIRA;EST VELHA DE AGUA FRIA;;;;TAMARINEIRA;;;COLISÃO;COLISÃO SEM VÍTIMA ENTRE DOIS AUTOS;;;;;;;;;;0;;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;N/I;;Faixa contínua;;
2020-07-08;20:18:00;SEM VÍTIMA;FINALIZADA;JOANA BEZERRA;PTE JOSE DE BARROS LIMA;;;SOB A PASSARELA DO FORUM JOANA BEZERRA;JOANA BEZERRA;;;COLISÃO;2 FORD KA OBS: O MOTORISTA ESTA COM PEITO DOLORIDO DEVIDO A COLISAO O MEMSO SE NEGOU A SOLICITAÇAO DO SAMU;2;;;;;;;;;0;;Ponte;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60KM;Dupla;Faixa seccionada;Canteiro central;
2020-07-09;08:20:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA RIBEIRO DE BRITO;1084;RUA GENERAL AMERICANO FREIRE;EM FRENTE AO POSTO BR;BOA VIAGEM;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COM UMA VITIMA AGUARDANDO SAMU-VT 29 GM CARLOS FERNANDES /GM LEYDSON/GM ISLA DA CTTU NO LOCAL;2;1;;;;;;;;2;;Cruzamento;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;
2020-07-09;09:41:00;COM VÍTIMA;CANCELADA;TORRÕES;AV ENGENHEIRO ABDIAS DE CARVALHO;;;SENTIDO CENTRO- LADO OPOSTO DA UPA DE TORRÕES;TORRÕES;;;COLISÃO;COM VÍTIMA;1;1;;;;;;;;1;;;;;;;;;;;;;;
2020-07-09;11:48:00;COM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;;;APÓS O SAL E BRASA. PONTO DE ÔNIBUS Nº 020133.;IPSEP;393;CEASA;COLISÃO COM CICLISTA;ÔNIBUS E BICICLETA.;;;;1;;1;;;;1;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-32;60 km/h;Dupla;Canteiro central;;
2020-07-09;11:58:00;SEM VÍTIMA;FINALIZADA;PINA;AV REPUBLICA DO LIBANO;40;;LADO OPOSTO AO N 40;PINA;;SUBURBIO;COLISÃO;KWID X HB20 S;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2020-07-09;16:24:00;COM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;PTE BUARQUE DE MACEDO;;;EM FRENTE AO BANCO DO BRASIL;BAIRRO DO RECIFE;19;;ABALROAMENTO LONGITUDINAL;DUAS MOTOS.;2;;;;;;;;;1;;Ponte;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;;Faixa contínua;Faixa seccionada;
2020-07-09;17:31:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA SA E SOUZA;;RUA BALTAZAR PASSOS;E/F A CULTURA INGLESA;BOA VIAGEM;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO C/VITIMAS ENTRE UM AUTO E UM CAMINHÃO;1;;;;;;1;;;1;;Cruzamento;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;;Placas Pare;;Única;Faixa seccionada;;
2020-07-09;17:44:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;EST DO ARRAIAL;;RUA DES GOIS CAVALCANTE;EM FRENTE AO HOSPITAL AGAMENON MAGALHAES;CASA AMARELA;;;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE DUAS MOTOS;;2;;;;;;;;1;;Esquina;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Outras;;Única;Faixa seccionada;;
2020-07-10;08:46:00;SEM VÍTIMA;FINALIZADA;NOVA DESCOBERTA;RUA NOVA DESCOBERTA;1017;;EM FRENTE AO ECOPONTO;NOVA DESCOBERTA;;;ENGAVETAMENTO;TRES AUTOS // VT-06 NO LOCAL GM´S ABNER E DAYWISON;3;;;;;;;;;0;;;;;;;;;;;;;;
2020-07-10;13:39:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;RUA CAPITAO LIMA;EM FRENTE A IGREJA UNIVERSAL.;SANTO AMARO;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO ENTRE AUTO E MOTOCICLETA COM VÍTIMA;1;1;;;;;;;;1;;Longo da via;Bom;;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;Dupla;Faixa contínua;Faixa seccionada;
2020-07-11;09:16:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DOM JOSE LOPES;;AV FERNANDO SIMOES BARBOSA;;BOA VIAGEM;;JABOATÃO;CHOQUE OBJETO FIXO;CAMINHÃO SE CHOCOU AO POSTE E SE EVADIU DO LOCAL - POSTE NA IMINÊNCIA DE QUEDA E CELPE ACIONADA;;;;;;;1;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Canal;;
2020-07-11;10:55:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;6345;;EM FRENTE A SUCESSO LOCADORA DE VEÍCULOS;IMBIRIBEIRA;;CIDADE;COLISÃO TRASEIRA;COLISÃO COM UMA VITIMA/VT 29 DA CTTU NO LOCAL;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Dupla;Canteiro central;;
2020-07-11;11:56:00;COM VÍTIMA;FINALIZADA;TORRE;AV BEIRA RIO;;RUA JANUARIO BARBOSA;;TORRE;;;CHOQUE;CONFORME O MOTORISTA HOUVE UMA COLISÃO SEGUINDA DE CHOQUE. UMAS DAS PARTES SE EVADIU DO LOCAL;2;;;;;;;;;1;;Cruzamento;Chuvoso;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa seccionada;;
2020-07-11;13:31:00;COM VÍTIMA;FINALIZADA;NOVA DESCOBERTA;AV JOSE AMERICO DE ALMEIDA;151;;E/F AO EDF. RESIDENCIAL AQUARELA;NOVA DESCOBERTA;;CIDADE;ABALROAMENTO TRANSVERSAL;COLISÃO C/VITIMA ENTRE UM AUTO E MOTO;1;1;;;;;;;;1;;Longo da via;Chuvoso;Não existe;Não existente;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2020-07-11;14:20:00;COM VÍTIMA;FINALIZADA;IPSEP;RUA PINTOR ANTONIO ALBUQUERQUE;525;;EM FRENTE A OFICINA R13/PROX A ENTRADA DO BAR DE LUCIANO;IPSEP;;CIDADE;COLISÃO FRONTAL;AUTO E MOTO;1;1;;;;;;;;1;;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;;;Dupla;Não existe;;
2020-07-11;14:20:00;SEM VÍTIMA;CANCELADA;;AV DANTAS BARRETO;;;;;;;CHOQUE OBJETO FIXO;ÔNIBUS DERRUBOU UM FITEIRO;;;;;;;;;;0;;;;;;;;;;;;;;
2020-07-11;15:19:00;COM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;AV GUARARAPES;;AV DANTAS BARRETO;EM FRENTE AO PREDIO DO INSS;SANTO ANTÔNIO;15;SUBURBIO;ATROPELAMENTO;ATROPELAMENTO ONIBUS/PEDESTRE;;;;;1;1;;;;1;;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;;Faixa seccionada;Canteiro central;
2020-07-11;17:38:00;COM VÍTIMA;FINALIZADA;MONTEIRO;AV DEZESSETE DE AGOSTO;2290;RUA PIAUI;AO LADO DO CENTRO OFTAMOLOGICO SENADOR ERMIRIO DE MORAES/ AO LADO DO POSTO DISLUB;MONTEIRO;251;CIDADE;COLISÃO FRONTAL;AUTO E MOTO;1;1;;;;;;;;1;;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;;
2020-07-11;21:32:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;3175;RUA MAMANGUAPE;DROGARIA SÃO PAULO;BOA VIAGEM;;SUBURBIO;COLISÃO TRASEIRA;COLISAO DE AUTO E MOTO;1;1;;;;;;;;1;;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;Canteiro central;
2020-07-12;00:18:00;COM VÍTIMA;FINALIZADA;TORRÕES;RUA PROFESSOR JOAQUIM XAVIER DE BRITO;166;RUA OCIDENTAL;TÉRMINAL SÍTIO DAS PALMEIRAS;TORRÕES;;SUBURBIO;ABALROAMENTO TRANSVERSAL;AUTO E MOTO;1;1;;;;;;;;1;;Cruzamento;Chuvoso;Não existe;Ilegível;Molhada;Perfeito estado;Não existe;Placas Pare;;Dupla;Não existe;;
2020-07-12;05:04:00;SEM VÍTIMA;CANCELADA;JARDIM SÃO PAULO;RUA QUELUZ;276;;ANTES DO VIADUTO JARDIM SÃO PAULO VINDO DO BARRO;JARDIM SÃO PAULO;;;CHOQUE;VEÍCULO SE CHOCOU COM O MURO DA RESIDÊNCIA VINDO A DERRUBAR POSTE DE ENERGIA ELÉTRICA;1;;;;;;;;;0;;;;;;;;;;;;;;
2020-07-12;09:38:00;COM VÍTIMA;FINALIZADA;CASA FORTE;EST DO ENCANAMENTO;;EST DAS UBAIAS-;PROX A FARMACIA DROGASIL;CASA FORTE;593;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO COM VITIMA SOCORRIDA PELO SAMU  GM CLOVIS E EDMILSON QTH;2;;;;;;;;;1;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;40 km/h;Única;Faixa;;
2020-07-12;13:34:00;COM VÍTIMA;CANCELADA;BOA VIAGEM;RUA RIBEIRO DE BRITO;;RUA AMALIA BERNARDINO DE SOUZA;AO LADO DA FACULDADE UNINASSAU;BOA VIAGEM;;CIDADE;COLISÃO;VEICULO CRUZOU A RUA AMALIA BERNADINHO DE SOUZA E O CONDUTOR DA MOTOCICLETA COLIDIU COM A LATERAL DO VEICULO;1;1;;;;;;;;1;;;;;;;;;;;;;;
2020-07-12;16:40:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA JOAO CARDOSO AIRES;;AV MARECHAL JUAREZ TAVORA;NO SEMAFORO 478;BOA VIAGEM;;;COLISÃO;COLISAO ENTRE DOIS AUTOS UM DOS VEICULOS CAIU NO CANAL E O OUTRO CHOCOU COM UMA POSTE;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-07-12;18:31:00;COM VÍTIMA;FINALIZADA;SANCHO;AV LIBERDADE;102;;ENF. AO CEMITERIO PARQUE DAS FLORES.;SANCHO;;SUBURBIO;COLISÃO FRONTAL;MOTO X AUTO     OBS : SUSPEITA DE EMBRIAGUEZ;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa contínua;;
2020-07-12;19:18:00;COM VÍTIMA;FINALIZADA;SANTANA;RUA ASTERIO RUFINO ALVES;238;RUA AGRESTINA;E/F A PRC COMPOSITOR ANTONIO MARIA E AO EDF. BARONESA DE GURJAHÚ - APÓS O CPRH // PRÓX AO PARQUE SANTANA;SANTANA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;ENTRE 2 MOTOS. C/V;;2;;;;;;;;1;;Esquina;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2020-07-12;19:59:00;SEM VÍTIMA;FINALIZADA;PINA;VDO PAPA JOAO PAULO II;;;POR CIMA DA PONTE ENTRE O CABANGA E FORUM SENTIDO CIDADE;PINA;;;ENGAVETAMENTO;UNO X HB 20 E TRACKER OBS : SUSPEITA DE EMBRIAGUEZ;3;;;;;;;;;0;;;;;;;;;;;;;;
2020-07-12;20:30:00;COM VÍTIMA;FINALIZADA;ÁGUA FRIA;RUA JOAQUIM GONCALVES TORREIRO;113;;PRÓX A BODEGA BAR E PADARIA SANTO ANTONIO;ÁGUA FRIA;;SUBURBIO;CHOQUE VEÍCULO PARADO;ENTRE AUTO E MOTO. C/V;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Não existente;Seca;Mal iluminada;Não existe;Não há placas;;Dupla;Não existe;;
2020-07-13;07:27:00;COM VÍTIMA;FINALIZADA;MADALENA;AV BEIRA RIO;51;RUA PADRE ANCHIETA;EM FRENTE A ACADEMIA DA CIDADE. AO LADO DA PRAÇA DOMINGOS GIOVANETTI.;MADALENA;;SUBURBIO;COLISÃO COM CICLISTA;AUTO E CICLISTA;1;;;1;;;;;;1;;Cruzamento;Bom;Sem defeito;Ilegível;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa;;
2020-07-13;08:01:00;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;VDO PAPA JOAO PAULO II;;;SOBRE AV SUL GOVERNADOR CID SAMPAIO;SÃO JOSÉ;;;COLISÃO TRASEIRA;;3;;;;;;;;;0;;Viaduto;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa contínua;Faixa seccionada;
2020-07-13;08:05:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA JOAO CARDOSO AIRES;;AV MARECHAL JUAREZ TAVORA;;BOA VIAGEM;478;SUBURBIO;ABALROAMENTO TRANSVERSAL;;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;;;
2020-07-13;08:07:00;SEM VÍTIMA;FINALIZADA;NOVA DESCOBERTA;RUA NOVA DESCOBERTA;1051;;;NOVA DESCOBERTA;;CIDADE;COLISÃO TRASEIRA;;3;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa seccionada;;
2020-07-13;08:44:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;940;RUA DR JOAO GUILHERME DE P SOBRINHO;EM FRENTE A UNIMED BOA VIAGEM;BOA VIAGEM;;;ENGAVETAMENTO;ENGAVETAMENTO ENTRE QUATRO VEÍCULOS -SEM VITIMAS/CTTU NO LOCAL-SUB ADELSON-GCM WEMERSON;4;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa contínua;Faixa seccionada;
2020-07-13;08:54:00;COM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;;;PROX AO MAKRO. LADO OPOSTO AO POSTO BR;AREIAS;620;AEROPORTO;ABALROAMENTO LONGITUDINAL;C/VITIMAS- ENTRE MOTO E AUTO.AUTO EVADIU;;1;;;;;;;;1;;Longo da via;Bom;Sem defeito;Incompleta;Seca;Perfeito estado;Faixa de retenção;Outras;60 km/h;Dupla;Canteiro central;;
2020-07-13;09:37:00;COM VÍTIMA;FINALIZADA;JAQUEIRA;AV RUI BARBOSA;;RUA DEPUTADO PEDRO PIRES FERREIRA;PRÓXIMO AO PARQUE DA JAQUEIRA;JAQUEIRA;;SUBURBIO;ABALROAMENTO TRANSVERSAL;ENTRE AUTO E MOTO COM DUAS VITIMAS-SAMU NO LOCAL/CTTU VT07 INSP SILVAN/ INSP THOMÁS JEFERSOM;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Outras;;Única;Faixa contínua;;
2020-07-13;10:21:00;COM VÍTIMA;FINALIZADA;CORDEIRO;AV INACIO MONTEIRO;;RUA ITABORA;COLÉGIO ALBERT SABIN;CORDEIRO;;CIDADE;ABALROAMENTO TRANSVERSAL;C/ VITIMAS MOTO E AUTO;1;1;;;;;;;;1;;Cruzamento;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Placas Pare;;Dupla;Faixa contínua;;
2020-07-13;10:24:00;SEM VÍTIMA;FINALIZADA;MADALENA;RUA NOBRE DE LACERDA;;RUA MONSENHOR JULIO MARIA;;MADALENA;;SUBURBIO;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-4a;;Única;Não existe;;
2020-07-13;10:54:00;SEM VÍTIMA;FINALIZADA;IPSEP;AV PRESIDENTE DUTRA;105;;EM FRENTE A CHURRASCARIA SAL E BRASA;IPSEP;;SUBURBIO;COLISÃO;SEM VITIMAS/AUTO PASSEIO E VIATURA DA PM;1;;;;;;;1;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Não há placas;;Dupla;Canteiro central;;
2020-07-13;11:04:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;3572;;SEMAF 115;BOA VIAGEM;115;CIDADE;COLISÃO;COLISÃO;1;;;;;1;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Única;Faixa contínua;Faixa seccionada;
2020-07-13;12:39:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;533;;EM FRENTE AO ARMAZEM CORAL LADO OPOSTO;IMBIRIBEIRA;286;CIDADE;COLISÃO;COLISAO ENTRE CARRO/MOTO  BATEDOR LINDENBERG NO LOCAL;1;1;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;
2020-07-13;13:16:00;COM VÍTIMA;FINALIZADA;ILHA JOANA BEZERRA;RUA IMPERIAL;1217;RUA BOM SUCESSO;ANTES DO VIADUTO DA JOANA BEZERRA /PROX AO COLEGIO JOAQUIM NABUCO. PANIFICADORA PÃO PÃO.;ILHA JOANA BEZERRA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE CARRO/MOTO;1;1;;;;;;;;2;;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;
2020-07-13;13:39:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;2027;;EM FRENTE A FÁBRICA DA IOLANDA. POSTO PETROISA.;AFOGADOS;;SUBURBIO;ABALROAMENTO TRANSVERSAL;AUTO E DUAS MOTOS;1;2;;;;;;;;1;;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
2020-07-13;14:52:00;COM VÍTIMA;CANCELADA;CAMPO GRANDE;AV CORREIA DE BRITO;;;E/F AO MERCADO DE SITIO NOVO (SENT. RECIFE);CAMPO GRANDE;;;COLISÃO;COLISÃO C/VITIMA ENTRE UM AUTO E UMA MOTO;1;1;;;;;;;;1;;;;;;;;;;;;;;
2020-07-13;15:55:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;417;;EM FRENTE A FLOR E ARTE;IMBIRIBEIRA;;CIDADE;ABALROAMENTO TRANSVERSAL;COLISÃO C/VITIMA ENTRE UM AUTO E UMA MOTO (GM BRENO ALVES NO QTH);1;1;;;;;;;;1;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;60 km/h;Dupla;Canteiro central;;
2020-07-13;16:06:00;COM VÍTIMA;FINALIZADA;ARRUDA;RUA ZEFERINO AGRA;933;RUA DEZESSEIS DE JULHO;APÓS A ESCOLA ALFREDO FREIRE -PROX A DESTRIBUIDORA DE GÁS;ARRUDA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE AUTO/MOTO;1;1;;;;;;;;1;;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
2020-07-13;16:56:00;COM VÍTIMA;FINALIZADA;MACAXEIRA;AV NORTE;;RUA MARIA CANDIDA;EM FRENTE A ESCOLA TECNICA MIGUEL BATISTA. ANTIGA FÁBRICA DA MACAXEIRA.;MACAXEIRA;296;CIDADE;ATROPELAMENTO;ATROPELAMENTO ENTRE AUTO/PEDESTRE;1;;;;1;;;;;1;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Canteiro central;;
2020-07-13;17:02:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA RUBIACEA;150;;PROX A CRECHE MUNICIPAL;AFOGADOS;;;COLISÃO;COLISAO ENTRE AUTO/AMBULANCIA;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;Dupla;Não existe;;
2020-07-13;17:30:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;;;DESCIDA DA PONTE MOTOCOLOMBO;IMBIRIBEIRA;;SUBURBIO;COLISÃO;COLISAO ENTRE 2 AUTOS AGENTE GUILHERME MOTA NO LOCAL;2;;;;;;;;;0;;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;R-6a;40 km/h;Única;Faixa seccionada;;
2020-07-13;18:21:00;COM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;;AV GENERAL SAN MARTIN;AO LADO DA ESTAÇÃO BRT. INTEGRAÇÃO GETÚLIO VARGAS.;CORDEIRO;266;CIDADE;ATROPELAMENTO;MOTO E PEDESTRE.;;1;;;1;;;;;1;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Canteiro central;;
2020-07-13;19:07:00;COM VÍTIMA;FINALIZADA;MADALENA;AV BEIRA RIO;650;RUA JANUARIO BARBOSA;EM FRENTE AO EDF PASARGADA;MADALENA;;;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE AUTO E MOTO- C/V;1;1;;;;;;;;1;;Esquina;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;R-6a;;Dupla;Faixa seccionada;;
2020-07-13;21:40:00;SEM VÍTIMA;FINALIZADA;JARDIM SÃO PAULO;RUA LEANDRO BARRETO;1025;RUA LORENA;EM FRENTE 1025;JARDIM SÃO PAULO;;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISAO SEM VITIMAS;1;1;;;;;;;;0;;Cruzamento;Chuvoso;Não existe;;Seca;Mal conservada;Não existe;Não há placas;;Dupla;Não existe;;
2020-07-14;02:11:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV DES JOSE NEVES;309;;SENTIDO PIEDADE- CERCA DE 500 METROS APÓS O TÚNEL;BOA VIAGEM;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO ENTRE ÔNIBUS E MOTO- C/V;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canal;;
